age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome,y
75,retired,divorced,primary,no,852,0,0,cellular,16,sep,228,1,185,1,failure,0
43,management,married,tertiary,no,13044,0,0,cellular,19,nov,215,1,93,4,failure,0
34,management,married,tertiary,no,0,0,0,cellular,3,jul,122,1,72,1,failure,0
40,housemaid,single,primary,no,109,1,0,cellular,8,may,308,1,367,3,failure,0
51,entrepreneur,married,secondary,no,0,1,1,cellular,16,apr,432,1,150,1,failure,0
56,services,married,secondary,no,642,1,0,cellular,30,jan,16,1,2,3,other,0
34,services,married,secondary,no,241,1,0,cellular,17,apr,1364,2,147,1,other,0
35,management,divorced,tertiary,no,538,1,0,cellular,21,nov,109,2,193,4,failure,0
25,management,single,tertiary,no,553,1,0,cellular,17,sep,113,4,479,1,failure,0
55,blue-collar,married,primary,no,145,0,0,telephone,2,feb,59,3,5,2,other,0
59,management,married,tertiary,no,4606,0,0,telephone,1,sep,194,2,189,2,failure,0
32,technician,single,tertiary,no,1527,1,0,cellular,9,nov,270,1,144,2,failure,0
33,blue-collar,married,secondary,no,-63,1,0,cellular,15,may,126,2,350,1,failure,0
46,blue-collar,married,secondary,no,9347,1,0,cellular,19,nov,138,1,117,1,other,0
29,admin.,single,secondary,no,2768,1,0,cellular,29,jan,69,1,241,4,failure,0
33,admin.,single,secondary,no,901,0,0,cellular,3,feb,18,5,6,3,other,0
42,management,married,tertiary,no,1773,0,0,cellular,9,apr,311,1,336,1,failure,0
42,blue-collar,married,primary,no,2273,1,0,cellular,18,nov,253,1,112,2,failure,0
36,self-employed,married,secondary,no,188,1,1,cellular,4,may,1046,3,333,2,success,1
47,blue-collar,married,primary,no,475,1,1,cellular,29,jan,99,2,251,7,other,0
40,unemployed,divorced,secondary,no,6322,0,0,cellular,4,feb,459,1,272,1,failure,0
39,services,married,secondary,no,435,1,0,cellular,15,may,411,6,175,3,other,0
36,blue-collar,married,primary,no,4693,1,0,cellular,20,apr,15,6,152,21,other,0
32,technician,married,secondary,no,-684,1,0,cellular,13,may,11,8,299,3,other,0
26,technician,single,secondary,no,276,1,0,cellular,15,may,106,1,368,4,failure,0
34,blue-collar,married,secondary,no,0,1,0,cellular,8,may,325,1,170,2,failure,0
30,blue-collar,married,secondary,no,501,1,1,cellular,20,nov,994,1,177,1,failure,1
31,blue-collar,single,secondary,no,5607,0,0,cellular,20,nov,183,2,184,1,failure,0
37,management,divorced,tertiary,no,153,1,0,cellular,30,apr,221,1,70,2,other,0
55,admin.,married,secondary,no,602,0,0,cellular,4,feb,390,2,150,6,success,1
75,retired,married,primary,no,1765,0,0,telephone,11,mar,282,2,181,2,success,0
49,management,married,tertiary,no,666,1,0,cellular,12,may,337,1,309,6,failure,0
68,retired,single,tertiary,no,2144,0,0,cellular,26,jan,708,1,96,3,success,1
48,blue-collar,married,secondary,no,863,1,0,telephone,4,may,412,5,350,2,success,1
28,admin.,single,secondary,no,-215,1,0,cellular,15,may,188,1,360,3,failure,0
38,entrepreneur,divorced,secondary,no,1190,1,0,cellular,7,dec,347,4,186,5,success,0
31,management,single,tertiary,no,4319,1,0,cellular,29,apr,153,4,161,1,failure,0
33,management,divorced,tertiary,no,47,0,0,cellular,18,may,47,3,178,3,failure,0
48,blue-collar,divorced,secondary,no,65,1,0,cellular,14,may,146,1,370,1,failure,0
31,admin.,married,secondary,no,728,1,1,cellular,15,may,152,1,352,4,failure,0
35,management,single,tertiary,no,1,1,0,cellular,5,may,80,1,285,1,failure,0
39,technician,single,secondary,no,-529,1,0,cellular,15,may,22,8,175,5,failure,0
46,entrepreneur,divorced,tertiary,no,148,1,0,cellular,18,may,61,3,350,5,other,0
56,services,divorced,secondary,no,935,0,0,cellular,26,feb,112,1,227,2,failure,0
34,student,single,tertiary,no,3404,1,0,cellular,8,apr,420,1,139,5,failure,0
30,technician,single,tertiary,no,1646,0,0,cellular,12,oct,251,3,98,6,other,0
33,self-employed,married,secondary,no,409,0,0,cellular,8,sep,165,1,97,4,success,1
34,admin.,married,secondary,no,0,1,0,cellular,10,feb,97,1,85,1,failure,1
32,management,married,tertiary,no,1388,1,0,cellular,13,aug,102,1,105,1,success,0
27,technician,single,tertiary,no,1075,0,0,cellular,2,sep,529,2,184,1,success,1
31,services,married,primary,no,997,1,0,cellular,3,feb,256,1,190,3,failure,0
28,blue-collar,single,primary,no,553,1,0,cellular,7,may,225,3,321,3,failure,0
36,admin.,married,secondary,no,953,1,0,cellular,17,aug,80,1,81,2,failure,0
26,student,single,secondary,no,0,0,0,cellular,17,aug,237,1,82,2,failure,0
38,technician,married,secondary,no,183,1,0,cellular,16,apr,256,3,339,2,failure,0
49,technician,married,secondary,no,1811,1,1,cellular,2,feb,168,2,245,1,other,0
26,management,single,tertiary,no,592,0,0,telephone,29,jan,145,2,164,1,other,0
32,student,single,tertiary,no,1138,0,0,cellular,4,may,214,3,83,3,success,1
38,technician,married,tertiary,no,88,0,0,cellular,8,nov,282,2,186,4,success,1
34,management,single,tertiary,no,48,1,0,cellular,12,aug,810,3,93,6,failure,1
55,retired,married,secondary,no,529,1,0,cellular,5,feb,33,4,8,3,other,0
47,blue-collar,married,secondary,no,1536,1,0,cellular,17,apr,41,1,301,4,other,0
30,blue-collar,married,secondary,no,1171,1,0,cellular,17,apr,45,7,324,2,failure,0
37,blue-collar,married,primary,no,655,1,0,cellular,5,feb,127,2,258,4,failure,0
52,blue-collar,married,secondary,no,1374,1,0,cellular,17,apr,267,2,322,1,failure,0
30,admin.,single,secondary,no,125,1,0,cellular,16,aug,140,3,116,1,other,0
31,services,married,secondary,no,179,1,0,cellular,14,may,365,1,351,1,failure,0
42,management,married,tertiary,no,144,0,0,cellular,7,dec,143,1,283,3,failure,0
42,services,married,secondary,no,146,1,1,cellular,15,may,670,4,346,1,failure,1
33,blue-collar,married,secondary,no,249,1,0,cellular,14,may,7,7,287,4,failure,0
47,unemployed,married,secondary,no,351,1,1,cellular,19,nov,174,1,174,1,failure,0
33,admin.,divorced,secondary,no,661,1,0,cellular,4,may,90,4,167,3,failure,0
43,technician,married,tertiary,no,1201,1,1,cellular,18,nov,82,1,97,3,failure,0
70,retired,married,primary,no,2346,0,0,cellular,1,jun,421,1,97,6,success,0
35,services,married,secondary,no,52,1,0,cellular,4,jun,328,2,94,4,success,1
46,management,married,tertiary,no,7331,0,0,cellular,11,sep,658,4,95,2,other,1
31,services,single,secondary,no,900,1,0,cellular,20,nov,321,2,190,4,other,0
53,services,married,primary,no,2618,1,0,cellular,5,may,185,2,165,2,failure,0
27,blue-collar,single,secondary,no,535,0,0,cellular,16,aug,265,3,95,4,success,1
21,student,single,secondary,no,6844,0,0,cellular,14,aug,126,3,127,7,other,0
42,technician,married,secondary,no,233,0,0,cellular,8,apr,98,1,231,4,failure,0
56,entrepreneur,divorced,primary,no,29,0,0,cellular,29,jan,52,2,227,1,failure,0
78,retired,married,primary,no,14204,0,0,cellular,26,oct,150,1,183,1,other,0
65,retired,married,tertiary,no,162,0,0,cellular,6,aug,280,3,185,2,failure,0
38,technician,single,secondary,no,8381,0,0,cellular,15,apr,82,1,145,1,failure,0
37,management,married,primary,no,5427,0,0,cellular,18,nov,201,1,159,1,failure,0
32,technician,married,secondary,no,4,0,0,cellular,4,feb,145,2,260,4,failure,0
36,management,single,tertiary,no,219,0,0,cellular,3,feb,22,6,196,6,failure,0
29,management,married,tertiary,no,246,1,0,cellular,29,jan,61,1,265,1,failure,0
68,retired,single,tertiary,no,2144,0,0,cellular,22,oct,277,1,184,2,success,1
59,technician,married,secondary,no,7766,1,0,cellular,25,feb,1422,1,461,1,failure,1
31,management,single,tertiary,no,0,1,0,cellular,7,may,45,1,22,2,failure,0
34,admin.,married,secondary,no,393,1,0,cellular,18,may,222,4,355,1,failure,0
27,blue-collar,single,secondary,no,535,0,0,cellular,15,feb,171,1,91,2,success,1
36,admin.,divorced,tertiary,no,281,0,0,cellular,30,jan,60,2,2,1,other,0
33,blue-collar,married,primary,no,494,1,0,cellular,7,may,159,1,346,2,failure,0
35,blue-collar,divorced,secondary,no,286,1,0,cellular,15,may,158,1,365,4,other,0
45,self-employed,married,tertiary,no,-497,1,1,cellular,15,may,217,1,176,1,failure,0
57,blue-collar,married,secondary,no,25,1,0,cellular,13,may,378,2,359,1,failure,0
30,student,single,secondary,no,3096,0,0,cellular,2,aug,226,3,188,1,failure,0
28,services,divorced,secondary,no,6,1,1,cellular,5,may,211,2,278,23,other,0
37,technician,married,secondary,no,807,1,0,cellular,12,may,807,3,172,4,failure,0
54,entrepreneur,married,tertiary,no,1544,0,1,cellular,5,feb,85,7,196,3,failure,0
54,blue-collar,married,primary,no,-864,1,0,telephone,7,may,755,3,363,5,failure,0
52,blue-collar,married,secondary,no,8180,1,0,cellular,13,apr,81,1,144,1,failure,0
30,management,divorced,tertiary,no,415,1,1,cellular,6,may,984,1,343,4,failure,1
38,services,married,secondary,no,2678,0,0,cellular,28,sep,282,2,187,1,success,1
39,housemaid,married,secondary,no,1372,1,1,cellular,5,may,206,1,355,1,failure,0
28,services,single,secondary,no,118,1,1,cellular,15,may,376,3,368,1,failure,0
38,admin.,single,secondary,no,1560,1,0,cellular,18,may,9,2,178,3,failure,0
36,blue-collar,married,secondary,no,-461,0,0,cellular,11,may,254,2,353,1,failure,0
50,technician,married,tertiary,no,199,1,1,cellular,3,feb,116,2,253,1,failure,0
60,retired,divorced,tertiary,no,4,1,0,cellular,2,dec,415,1,190,5,failure,1
27,management,single,tertiary,no,7944,1,0,cellular,15,may,99,3,346,1,other,0
32,self-employed,divorced,tertiary,no,3271,0,0,cellular,12,aug,162,1,100,3,success,0
44,management,married,tertiary,no,1451,1,0,cellular,17,nov,157,3,150,12,failure,0
30,admin.,divorced,secondary,no,83,1,1,cellular,18,nov,118,2,196,1,failure,0
34,blue-collar,married,secondary,no,-211,1,0,cellular,29,jan,135,2,184,5,failure,0
45,admin.,divorced,secondary,no,2353,1,0,cellular,18,may,435,7,74,3,success,0
48,blue-collar,married,secondary,no,5306,1,0,cellular,18,may,66,2,368,1,failure,0
31,management,married,tertiary,no,4148,1,0,cellular,21,nov,316,3,99,9,other,1
50,housemaid,divorced,secondary,no,0,0,0,telephone,13,aug,43,1,105,2,failure,0
36,blue-collar,married,primary,no,38,1,1,cellular,13,may,285,2,335,1,other,0
26,student,single,tertiary,no,249,1,0,cellular,11,may,445,2,371,1,other,0
23,student,single,secondary,no,107,0,0,cellular,13,apr,256,5,181,2,success,1
29,management,single,tertiary,no,637,1,0,cellular,3,jun,340,1,119,1,failure,1
33,blue-collar,married,secondary,no,931,1,0,cellular,5,may,272,2,336,1,failure,0
40,services,married,secondary,no,0,1,0,cellular,5,may,184,1,334,2,failure,0
37,services,married,secondary,no,335,1,0,cellular,12,may,107,2,368,2,failure,0
38,management,married,tertiary,no,494,0,0,cellular,17,nov,146,1,104,2,other,0
28,self-employed,single,tertiary,no,0,1,0,cellular,29,jan,379,1,192,1,failure,0
37,technician,married,secondary,no,195,1,0,cellular,18,nov,68,1,194,2,failure,0
49,blue-collar,married,primary,no,762,1,0,cellular,7,may,373,2,360,4,failure,0
32,management,divorced,tertiary,no,1804,1,0,cellular,13,may,122,1,355,1,failure,0
33,admin.,married,secondary,no,6,1,0,cellular,20,apr,386,1,349,3,other,0
35,unemployed,married,secondary,no,978,0,0,cellular,29,jun,660,2,182,6,success,1
30,blue-collar,married,primary,no,-327,1,1,cellular,5,may,305,1,294,7,other,0
29,technician,single,tertiary,no,940,1,0,cellular,15,may,757,1,330,1,failure,0
41,blue-collar,married,primary,no,336,1,0,cellular,5,feb,192,2,8,1,other,0
34,blue-collar,single,secondary,no,550,1,0,cellular,20,apr,90,3,346,1,failure,0
25,admin.,single,tertiary,no,1141,1,0,cellular,5,may,718,1,347,1,failure,0
56,technician,married,secondary,no,150,1,1,cellular,11,may,102,6,349,1,failure,0
54,entrepreneur,married,tertiary,no,1129,0,1,cellular,28,jan,242,1,184,8,failure,0
45,blue-collar,married,secondary,no,146,1,1,cellular,6,apr,294,1,305,15,failure,0
44,blue-collar,married,secondary,no,1343,1,1,cellular,8,may,414,2,287,2,failure,0
37,management,married,tertiary,no,1852,0,0,cellular,13,may,117,2,370,1,failure,0
34,blue-collar,married,primary,no,329,1,0,cellular,17,apr,952,1,343,1,failure,1
43,self-employed,married,secondary,no,5564,0,0,cellular,20,apr,45,5,154,2,failure,0
48,unemployed,married,secondary,no,11371,1,0,cellular,30,apr,249,1,86,3,failure,0
44,entrepreneur,married,secondary,no,887,1,0,cellular,17,apr,519,1,14,2,failure,0
47,admin.,married,secondary,no,0,0,0,cellular,10,nov,213,1,190,1,other,1
35,admin.,single,secondary,no,10,0,1,cellular,12,may,357,1,175,4,failure,0
48,management,married,tertiary,no,1147,0,0,cellular,3,dec,155,1,120,3,success,1
51,management,married,secondary,no,441,1,0,cellular,7,may,189,2,167,2,other,0
36,admin.,single,secondary,no,10041,1,0,cellular,20,nov,91,2,184,1,other,0
46,blue-collar,married,secondary,no,120,1,1,cellular,29,jan,121,1,259,3,failure,0
28,services,single,secondary,no,805,1,0,cellular,7,may,148,5,336,7,other,0
37,management,married,secondary,no,565,0,0,cellular,5,may,329,1,6,2,success,0
42,management,married,secondary,no,6526,0,0,cellular,18,jun,133,2,399,3,failure,0
25,student,single,secondary,no,486,0,0,cellular,13,sep,273,3,199,4,failure,1
55,services,married,secondary,no,0,0,0,cellular,22,oct,102,1,106,1,failure,0
44,technician,married,secondary,no,-199,0,0,cellular,28,jan,692,2,247,3,failure,0
30,technician,single,secondary,yes,28,1,0,cellular,15,may,778,5,301,1,failure,0
35,technician,single,tertiary,no,458,1,0,cellular,8,apr,2129,1,322,3,failure,0
29,admin.,married,secondary,no,2,1,0,cellular,6,may,339,1,362,1,failure,0
30,blue-collar,divorced,secondary,no,4591,1,0,cellular,19,nov,89,1,175,1,other,0
48,blue-collar,married,primary,no,643,1,0,cellular,11,may,66,4,173,7,other,0
51,admin.,married,secondary,no,3025,0,0,cellular,7,may,476,1,352,1,other,1
36,unemployed,married,secondary,no,-872,1,1,cellular,20,nov,153,1,183,1,failure,0
51,unemployed,married,secondary,no,-13,1,0,cellular,13,may,361,1,364,1,failure,0
32,blue-collar,single,secondary,no,2093,0,0,cellular,24,sep,224,2,444,1,failure,1
46,management,married,tertiary,no,4693,0,1,cellular,7,aug,79,1,394,2,failure,1
33,management,married,tertiary,no,1778,0,0,cellular,26,may,134,1,103,1,success,0
56,management,single,primary,no,109,0,1,telephone,17,nov,124,1,129,18,other,0
42,entrepreneur,married,secondary,no,2959,1,0,telephone,2,jul,711,1,342,1,failure,1
38,services,divorced,secondary,no,49,1,0,cellular,18,may,43,1,367,2,success,0
35,blue-collar,married,secondary,no,1454,1,0,cellular,12,aug,323,1,182,4,success,1
60,housemaid,married,secondary,no,0,0,0,telephone,4,aug,153,1,1,7,success,0
27,blue-collar,married,secondary,no,30,0,1,cellular,18,may,110,1,334,4,other,0
76,retired,married,primary,no,3324,0,0,cellular,13,aug,227,2,192,1,failure,1
38,technician,divorced,secondary,no,902,1,0,cellular,4,may,301,3,90,1,success,1
35,blue-collar,married,secondary,no,120,1,0,cellular,14,apr,269,3,328,1,failure,0
35,technician,married,tertiary,no,633,1,1,cellular,2,feb,76,3,5,3,other,0
37,admin.,divorced,secondary,no,295,1,1,cellular,11,may,202,3,265,2,failure,0
46,blue-collar,married,secondary,no,4855,1,0,cellular,10,aug,1529,1,397,1,failure,0
54,retired,married,secondary,no,303,1,0,cellular,20,apr,240,1,349,2,failure,0
40,blue-collar,married,primary,no,2495,1,0,cellular,12,may,135,2,354,3,other,0
42,services,single,secondary,no,0,1,0,cellular,14,may,67,7,177,1,other,0
36,technician,single,secondary,no,23,1,0,cellular,18,may,69,2,333,2,failure,0
49,blue-collar,married,secondary,no,8545,1,1,cellular,6,may,199,7,167,1,failure,0
37,management,married,tertiary,no,0,0,0,cellular,11,mar,129,4,107,2,failure,0
37,blue-collar,single,primary,no,1388,1,0,telephone,12,may,66,2,356,1,other,0
24,admin.,single,secondary,no,5,0,0,cellular,7,apr,66,1,330,1,failure,0
27,admin.,single,secondary,no,-550,1,0,cellular,9,feb,176,3,195,15,other,0
41,services,married,primary,no,450,1,0,cellular,17,apr,122,1,338,2,failure,0
28,services,single,secondary,no,1820,1,0,cellular,5,feb,134,2,203,1,success,0
37,management,married,primary,no,22856,0,0,cellular,2,jul,154,1,388,1,failure,0
27,blue-collar,single,secondary,no,-116,1,1,cellular,17,apr,432,2,343,1,failure,0
35,management,married,tertiary,no,62,0,0,cellular,8,feb,469,2,185,2,failure,1
53,admin.,married,secondary,no,3703,1,0,cellular,16,apr,104,1,267,1,failure,0
30,technician,married,secondary,no,239,1,0,cellular,21,nov,302,2,95,8,failure,0
27,management,single,tertiary,no,2489,0,0,cellular,15,jul,323,2,163,2,other,1
30,technician,single,secondary,no,778,1,0,cellular,18,may,22,2,346,2,failure,0
79,retired,married,primary,no,3025,0,0,telephone,11,mar,184,1,90,6,success,0
30,services,single,secondary,no,405,1,0,cellular,5,feb,103,1,265,2,other,0
34,blue-collar,married,secondary,no,1464,1,0,cellular,28,aug,207,3,130,5,other,1
48,housemaid,married,tertiary,no,5473,0,0,cellular,24,feb,127,2,184,2,success,1
28,services,single,secondary,no,168,0,0,cellular,12,jan,387,1,194,1,other,1
35,self-employed,married,tertiary,no,1250,1,0,cellular,2,apr,361,1,136,1,other,0
59,admin.,married,secondary,no,1455,1,0,cellular,28,jan,222,2,191,1,failure,0
30,technician,single,tertiary,no,1185,1,0,cellular,30,apr,284,1,339,1,failure,0
59,housemaid,married,secondary,no,0,0,0,telephone,27,oct,376,1,81,3,failure,0
61,management,married,secondary,no,1471,0,0,cellular,13,nov,632,1,93,2,failure,0
31,blue-collar,divorced,primary,no,1,1,0,cellular,8,may,36,5,336,9,failure,0
43,management,married,tertiary,no,78,1,0,cellular,21,nov,36,1,109,1,other,0
39,technician,married,tertiary,no,108,0,0,cellular,28,may,589,3,28,2,other,0
33,technician,married,tertiary,no,1699,0,0,cellular,28,jan,202,1,83,3,success,1
62,blue-collar,married,secondary,no,272,0,0,cellular,11,nov,289,1,92,3,success,1
32,admin.,single,secondary,no,6042,1,0,cellular,15,may,183,1,361,1,failure,0
53,retired,divorced,secondary,no,246,1,0,cellular,29,jan,158,2,247,1,failure,0
46,entrepreneur,divorced,secondary,no,1187,0,1,cellular,13,oct,92,1,327,1,failure,0
39,housemaid,married,secondary,no,953,0,0,cellular,30,jan,23,6,232,3,other,0
35,blue-collar,married,primary,no,2281,1,0,cellular,18,may,126,2,362,1,other,0
35,technician,divorced,secondary,no,2823,1,0,cellular,26,feb,74,1,24,1,failure,0
24,student,single,primary,no,1235,0,0,cellular,14,jul,334,4,93,6,other,1
49,technician,married,secondary,no,3466,1,0,cellular,25,aug,161,3,410,2,success,0
31,services,single,secondary,no,187,1,0,cellular,5,may,241,1,347,1,failure,0
57,technician,divorced,primary,no,13,1,0,cellular,8,may,323,2,368,2,failure,0
47,technician,married,secondary,no,-75,1,0,cellular,4,feb,57,1,247,1,other,0
33,management,single,tertiary,no,373,0,1,cellular,27,jul,267,1,180,4,failure,1
36,admin.,single,tertiary,no,994,0,0,cellular,13,aug,185,2,105,3,success,0
39,management,married,secondary,no,363,1,1,cellular,11,feb,67,1,209,1,failure,0
26,blue-collar,single,secondary,no,-350,1,0,cellular,18,may,80,3,329,3,failure,0
22,student,single,tertiary,no,691,0,0,cellular,30,nov,260,5,103,1,success,1
31,blue-collar,single,secondary,no,0,1,0,cellular,7,may,113,2,345,1,other,0
23,student,single,secondary,no,107,0,0,cellular,14,oct,84,1,183,1,success,1
60,retired,divorced,tertiary,no,2,0,0,cellular,2,mar,228,4,390,2,other,1
43,technician,married,secondary,no,0,0,1,cellular,17,nov,103,2,193,3,failure,0
28,management,single,tertiary,no,187,0,0,cellular,10,sep,255,1,93,2,success,1
33,blue-collar,single,secondary,no,1036,1,1,cellular,16,apr,323,2,321,2,failure,0
35,management,married,tertiary,no,62,0,0,cellular,7,may,226,2,88,4,success,1
42,technician,married,secondary,no,994,1,0,cellular,12,nov,227,3,93,6,success,1
40,blue-collar,single,primary,no,1530,1,0,cellular,20,apr,8,3,315,1,failure,0
30,unemployed,married,tertiary,no,330,0,0,cellular,3,jul,264,1,80,1,success,1
70,retired,divorced,secondary,no,4572,0,0,cellular,8,jul,173,11,162,5,failure,0
31,management,single,tertiary,no,12569,0,0,cellular,9,sep,344,1,295,1,failure,1
42,blue-collar,married,secondary,no,2913,0,0,cellular,3,jun,705,1,195,1,failure,1
31,unemployed,married,secondary,no,314,1,0,cellular,20,nov,1341,3,178,7,failure,1
51,blue-collar,married,primary,no,863,0,0,cellular,19,nov,169,1,189,2,other,0
35,entrepreneur,single,tertiary,no,1416,1,0,cellular,6,may,100,1,169,12,other,0
53,management,married,tertiary,no,1945,0,0,cellular,21,nov,22,4,106,7,failure,0
45,blue-collar,married,primary,no,0,1,0,telephone,11,may,64,1,362,7,failure,0
39,blue-collar,married,primary,no,640,1,0,cellular,13,may,220,4,370,2,other,0
38,services,married,secondary,no,5000,0,0,cellular,4,dec,720,5,536,5,failure,0
28,blue-collar,married,secondary,no,1113,1,0,cellular,22,may,135,1,108,2,other,0
37,technician,married,secondary,no,474,1,0,cellular,14,apr,85,1,322,1,failure,0
42,blue-collar,married,primary,no,792,1,1,cellular,19,nov,611,2,175,12,other,0
39,admin.,single,secondary,no,782,1,0,cellular,2,jun,162,2,28,15,failure,0
30,unemployed,divorced,tertiary,no,1718,1,0,cellular,21,nov,73,4,126,2,failure,0
42,management,divorced,tertiary,no,0,0,0,cellular,1,jun,450,1,196,1,failure,0
25,services,single,secondary,no,199,0,0,cellular,16,nov,173,1,92,5,failure,0
44,entrepreneur,single,tertiary,no,1136,1,1,cellular,3,apr,345,2,249,7,other,0
32,self-employed,single,secondary,no,360,1,0,cellular,9,feb,175,3,259,4,failure,0
36,management,married,tertiary,no,549,1,0,cellular,17,apr,151,4,150,2,failure,0
39,management,single,secondary,no,4278,1,0,cellular,19,nov,43,1,111,2,other,0
26,services,single,secondary,no,162,1,0,cellular,2,mar,185,2,130,8,other,0
37,technician,single,secondary,no,5436,1,0,cellular,6,may,7,11,351,1,failure,0
30,blue-collar,divorced,secondary,no,292,1,0,cellular,7,may,381,1,335,5,other,0
35,technician,married,secondary,no,0,0,0,cellular,1,apr,295,1,303,1,other,0
63,retired,married,secondary,no,2896,0,0,cellular,1,jul,304,1,119,2,success,1
38,management,married,tertiary,no,425,1,0,cellular,17,nov,240,1,181,1,failure,0
33,technician,single,secondary,no,647,1,1,cellular,4,feb,124,1,273,1,other,0
47,management,divorced,tertiary,no,-49,1,0,cellular,13,may,14,6,327,23,failure,0
57,retired,married,tertiary,no,1292,0,0,cellular,1,jun,151,1,69,1,failure,0
57,admin.,married,secondary,no,403,1,0,cellular,18,may,603,1,340,2,other,1
56,management,married,tertiary,no,2366,1,1,cellular,3,feb,538,2,188,4,failure,0
32,services,married,secondary,no,28,1,0,cellular,13,may,88,1,370,1,failure,0
23,services,single,secondary,no,488,0,0,cellular,30,mar,236,1,92,2,other,1
42,blue-collar,married,primary,no,574,1,0,cellular,6,apr,357,2,327,2,failure,0
31,technician,single,tertiary,no,699,1,0,cellular,15,may,282,4,277,4,failure,0
28,management,single,tertiary,no,616,1,0,cellular,7,oct,116,1,503,2,success,0
54,admin.,married,secondary,no,426,1,0,cellular,17,apr,74,2,323,1,failure,0
31,entrepreneur,single,tertiary,no,544,0,1,cellular,5,feb,401,2,8,3,other,0
45,technician,married,tertiary,no,115,0,0,cellular,16,dec,147,1,194,1,other,0
57,admin.,married,secondary,no,2087,1,0,cellular,20,apr,140,4,343,1,failure,0
32,technician,single,tertiary,no,703,1,0,cellular,3,feb,489,2,271,2,success,0
57,management,divorced,tertiary,no,6468,1,0,cellular,4,sep,730,1,157,4,failure,1
50,housemaid,married,secondary,no,388,0,0,cellular,15,sep,173,2,99,4,failure,1
33,management,divorced,tertiary,no,893,1,0,cellular,29,jan,259,1,259,9,failure,0
30,retired,single,secondary,no,48,0,0,cellular,18,may,142,2,300,1,other,0
37,management,single,tertiary,no,1339,1,0,cellular,13,may,96,6,173,4,other,0
49,services,married,primary,no,1830,1,0,cellular,13,aug,261,1,179,1,success,1
44,management,married,tertiary,no,1791,0,0,cellular,11,feb,71,1,190,1,success,1
42,unemployed,married,secondary,no,0,1,1,cellular,23,mar,158,1,330,12,failure,0
28,technician,single,secondary,no,584,1,0,cellular,13,may,354,1,370,2,failure,0
49,management,married,tertiary,no,1,0,0,telephone,4,may,1076,3,175,1,success,1
36,self-employed,single,tertiary,no,3560,0,0,cellular,18,nov,658,3,169,2,failure,0
26,admin.,single,secondary,no,787,1,0,cellular,15,may,68,2,371,1,failure,0
53,self-employed,married,tertiary,no,1672,0,0,cellular,28,jan,176,1,189,1,failure,0
36,self-employed,married,tertiary,no,16430,1,0,cellular,19,nov,234,1,166,3,failure,0
55,admin.,married,secondary,no,0,0,0,cellular,23,sep,180,2,238,3,success,0
49,technician,married,secondary,no,308,0,0,cellular,26,oct,260,2,91,5,failure,0
34,management,married,tertiary,no,1782,1,0,cellular,20,apr,17,6,25,7,other,0
56,services,married,secondary,no,1989,0,0,cellular,3,feb,336,2,281,2,failure,1
36,technician,single,tertiary,no,0,1,0,cellular,14,may,155,2,303,3,other,0
26,blue-collar,married,primary,no,104,1,0,cellular,4,may,230,6,360,2,other,0
35,management,married,tertiary,no,436,0,1,cellular,28,jan,507,1,184,4,failure,0
33,technician,married,secondary,no,183,0,0,cellular,16,jul,457,2,182,3,other,1
40,blue-collar,married,primary,no,119,1,0,cellular,17,apr,795,3,147,2,failure,0
60,self-employed,married,tertiary,no,10861,0,0,cellular,9,nov,98,1,91,2,failure,1
32,management,married,tertiary,no,272,1,0,cellular,3,feb,188,4,209,1,failure,0
70,retired,married,tertiary,no,15834,0,0,cellular,5,apr,172,3,186,1,failure,0
44,management,married,tertiary,no,149,1,0,cellular,29,jan,507,1,220,2,success,0
37,services,married,secondary,no,1694,1,1,cellular,29,jan,404,2,251,6,failure,0
51,technician,married,tertiary,no,0,0,0,cellular,7,may,662,2,66,2,success,1
46,management,married,tertiary,no,273,1,0,cellular,15,sep,1962,1,105,3,failure,1
50,technician,married,primary,no,-315,0,1,cellular,21,nov,61,7,136,1,failure,0
62,retired,married,secondary,no,2917,0,0,cellular,11,oct,123,2,182,2,failure,0
37,management,married,tertiary,no,6815,1,0,cellular,8,may,92,2,172,2,other,0
34,management,single,tertiary,no,4782,1,0,cellular,15,may,160,1,277,1,failure,0
22,student,single,secondary,no,71,0,0,cellular,13,jul,337,1,181,2,success,1
36,admin.,single,tertiary,no,994,0,0,cellular,6,may,211,1,90,6,success,1
41,technician,married,secondary,no,442,1,1,cellular,17,apr,261,3,322,1,other,0
25,management,single,tertiary,no,2305,0,0,cellular,30,apr,193,1,86,1,failure,0
35,services,married,secondary,no,0,1,0,cellular,6,may,343,3,351,1,failure,0
54,technician,married,secondary,no,0,0,0,telephone,14,aug,159,2,106,6,success,0
39,management,married,tertiary,no,1802,0,0,cellular,25,jan,129,2,97,2,failure,0
54,management,divorced,tertiary,no,26306,1,0,cellular,11,feb,27,1,84,3,failure,0
60,management,divorced,secondary,no,0,1,0,telephone,13,may,65,4,350,6,failure,0
50,blue-collar,married,primary,no,216,1,0,telephone,13,may,137,1,369,2,failure,0
37,self-employed,single,primary,no,235,1,0,cellular,17,apr,191,4,323,9,failure,0
46,management,divorced,tertiary,no,4629,0,0,cellular,1,jun,67,1,41,1,failure,0
30,services,single,secondary,yes,-261,1,0,cellular,29,jan,1139,2,255,1,other,0
